Tampa Bay,N.Y. Jets,09/21/25,L.Haggard,OL,Adrian Hill,3,1,6:06,3,9,10,No,No,Yes,Offense
Tampa Bay,N.Y. Jets,09/21/25,M.Evans,WR,Adrian Hill,3,1,5:59,3,19,10,No,No,Yes,Offense
Tampa Bay,N.Y. Jets,09/21/25,L.Haggard,OL,Adrian Hill,3,1,3:57,3,4,10,No,No,Yes,Offense
Tampa Bay,N.Y. Jets,09/21/25,G.Barton,OL,Adrian Hill,3,1,3:27,3,14,10,No,No,Yes,Offense
N.Y. Jets,Tampa Bay,09/21/25,O.Fashanu,OL,Adrian Hill,3,1,0:50,2,9,10,No,No,No,Offense
Tampa Bay,N.Y. Jets,09/21/25,E.Klein,OL,Adrian Hill,3,2,8:18,3,3,10,No,No,Yes,Offense
N.Y. Jets,Tampa Bay,09/21/25,O.Fashanu,OL,Adrian Hill,3,2,1:36,3,10,0,Yes,No,No,Offense
Tampa Bay,N.Y. Jets,09/21/25,E.Klein,OL,Adrian Hill,3,3,12:23,1,10,10,No,No,Yes,Offense
Tennessee,Indianapolis,09/21/25,B.Hance,OL,Scott Novak,3,1,12:53,2,11,0,Yes,No,Yes,Offense
Indianapolis,Tennessee,09/21/25,B.Smith,OL,Scott Novak,3,1,10:04,1,10,10,No,No,No,Offense
Washington,Las Vegas,09/21/25,L.Tunsil,OL,Shawn Hochuli,3,1,5:23,1,10,0,Yes,No,Yes,Offense
Washington,Las Vegas,09/21/25,J.Conerly,OL,Shawn Hochuli,3,1,5:23,1,10,10,No,No,Yes,Offense
Washington,Las Vegas,09/21/25,N.Igbinoghene,DB,Shawn Hochuli,3,1,0:27,4,10,10,No,No,Yes,Special Teams
Washington,Las Vegas,09/21/25,A.Wylie,OL,Shawn Hochuli,3,2,12:11,2,6,10,No,No,Yes,Offense
Washington,Las Vegas,09/21/25,J.Conerly,OL,Shawn Hochuli,3,3,12:06,2,12,0,Yes,No,Yes,Offense
LA Chargers,Denver,09/21/25,M.Becton,OL,Shawn Smith,3,1,8:04,1,10,10,No,No,Yes,Offense
Denver,LA Chargers,09/21/25,A.Trautman,TE,Shawn Smith,3,1,6:55,1,10,10,No,No,No,Offense
LA Chargers,Denver,09/21/25,J.Salyer,OL,Shawn Smith,3,2,0:28,2,10,10,No,No,Yes,Offense
New Orleans,Seattle,09/21/25,K.Banks,OL,Alex Moore,3,1,6:20,2,15,10,No,No,No,Offense
New Orleans,Seattle,09/21/25,A.Richards,OL,Alex Moore,3,1,5:20,3,21,0,Yes,No,No,Offense
Seattle,New Orleans,09/21/25,J.Sundell,OL,Alex Moore,3,2,1:57,1,10,10,No,No,Yes,Offense
Seattle,New Orleans,09/21/25,E.Saubert,TE,Alex Moore,3,3,13:27,1,10,10,No,No,Yes,Offense
Dallas,Chicago,09/21/25,T.Steele,OL,Clay Martin,3,1,8:39,2,9,0,No,Yes,No,Offense
Chicago,Dallas,09/21/25,D.Wright,OL,Clay Martin,3,2,13:43,1,10,10,No,No,Yes,Offense
Chicago,Dallas,09/21/25,R.Johnson,RB,Clay Martin,3,2,12:21,4,9,10,No,No,Yes,Special Teams
Dallas,Chicago,09/21/25,T.Steele,OL,Clay Martin,3,4,14:21,3,2,10,No,No,No,Offense
San Francisco,Arizona,09/21/25,J.Brendel,OL,John Hussey,3,2,0:36,1,10,10,No,No,Yes,Offense
San Francisco,Arizona,09/21/25,C.Colby,OL,John Hussey,3,3,15:00,1,10,10,No,No,Yes,Offense
San Francisco,Arizona,09/21/25,K.Bourne,WR,John Hussey,3,3,4:38,1,10,10,No,No,Yes,Offense
San Francisco,Arizona,09/21/25,D.Puni,OL,John Hussey,3,4,3:26,2,10,6,No,No,Yes,Offense
Kansas City,N.Y. Giants,09/21/25,J.Simmons,OL,Land Clark,3,1,6:37,2,7,10,No,No,No,Offense
Detroit,Baltimore,09/22/25,D.Reed,DB,Bill Vinovich,3,1,1:55,4,3,1,No,No,No,Special Teams
Detroit,Baltimore,09/22/25,G.Stuard,LB,Bill Vinovich,3,2,1:05,4,10,10,No,No,No,Special Teams
Arizona,Seattle,09/25/25,P.Johnson,OL,Alex Kemp,4,3,7:49,2,7,10,No,No,Yes,Offense
Seattle,Arizona,09/25/25,J.Smith-Njigba,WR,Alex Kemp,4,4,11:48,1,7,10,No,No,No,Offense
Minnesota,Pittsburgh,09/28/25,J.Mason,RB,Brad Allen,4,3,13:41,3,11,0,Yes,No,No,Offense
Minnesota,Pittsburgh,09/28/25,T.Thomas,DB,Brad Allen,4,3,2:23,0,0,10,No,No,No,Special Teams
Washington,Atlanta,09/28/25,B.Sinnott,TE,Scott Novak,4,3,14:34,1,10,10,No,No,No,Offense
Washington,Atlanta,09/28/25,B.Sinnott,TE,Scott Novak,4,3,0:14,0,0,10,No,No,No,Special Teams
New Orleans,Buffalo,09/28/25,U.Amadi,DB,Land Clark,4,1,2:29,0,0,10,No,No,No,Special Teams
Buffalo,New Orleans,09/28/25,R.Ferguson,LS,Land Clark,4,2,8:51,4,6,10,No,No,Yes,Special Teams
Buffalo,New Orleans,09/28/25,K.Shakir,WR,Land Clark,4,2,1:18,1,12,1,No,No,Yes,Offense
Cleveland,Detroit,09/28/25,W.Teller,OL,Shawn Smith,4,2,2:12,2,8,10,No,No,No,Offense
Detroit,Cleveland,09/28/25,T.Ratledge,OL,Shawn Smith,4,3,10:54,1,10,10,No,No,Yes,Offense
Houston,Tennessee,09/28/25,T.Howard,OL,Brad Rogers,4,2,7:00,2,6,10,No,No,Yes,Offense
Houston,Tennessee,09/28/25,J.Andrews,OL,Brad Rogers,4,3,5:44,1,10,10,No,No,Yes,Offense
